USERID,usercount
83736,94
83742,131
83753,5
83754,117
83757,106
83760,72
83764,3
83765,18
83767,2
83769,97
83770,85
83776,105
83777,18
83779,25
83780,24
83781,12
83786,77
83787,94
83788,133
83789,67
83790,2
83794,2
83795,87
83796,84
83797,9
83799,96
83803,1
83805,1
83806,28
83808,98
83810,86
83812,109
83813,88
83815,98
83816,3
83818,2
83823,32
83827,1
83834,4
83835,82
83839,97
8384,3
83841,1
83844,54
83848,4
83852,86
83855,7
83857,5
83858,1
83860,2
83864,77
83867,90
83868,2
83872,83
83874,2
83875,79
83876,2
83878,8
83879,1
83882,93
83889,84
8389,1
83890,78
83893,31
83895,95
83897,4
83900,22
83904,63
83906,3
83913,17
83915,7
8392,40
83920,108
83922,1
83924,98
83933,16
83936,49
83937,1
83938,80
83940,2
83941,1
83942,87
83944,26
83947,2
83948,98
83949,32
83954,7
83956,101
83957,13
83958,3
83959,2
8396,18
83960,32
83962,16
83963,21
83964,66
83966,14
83968,86
83970,15
83972,17
83975,55
83976,118
83977,85
83978,100
8398,1
83980,107
83983,12
83985,20
83986,100
83987,7
8399,13
83990,15
83993,4
83996,6
83999,83
84002,6
84004,10
84006,12
84014,9
8402,22
84022,99
84024,77
84028,8
8403,4
84032,1
84034,1
84035,1
84037,2
84038,101
84039,1
8404,10
84042,2
84047,10
84048,88
84050,79
84053,1
84059,81
84060,28
84061,11
84063,81
84066,18
84067,106
84073,70
84074,1
84076,19
84078,5
84079,1
8408,43
84080,10
84081,1
84082,1
84083,77
8409,65
84092,2
84096,18
84099,21
8410,4
84103,1
84104,1
84105,26
84109,16
8411,18
84111,2
84114,16
84118,49
84119,11
84124,86
84133,11
84136,12
84158,109
84164,2
84165,6
84166,4
84187,1
84219,20
8422,80
84223,10
84224,32
84226,83
84228,82
84231,93
84232,2
84234,6
8424,2
84240,100
84242,106
84254,66
84257,18
84260,6
84261,19
84263,105
8427,2
84270,3
84272,3
84274,86
84276,1
84282,110
84283,1
84284,9
84293,4
84297,101
84304,81
84307,3
84308,83
84312,104
84314,3
84316,14
84317,74
84319,1
84321,1
84323,13
84324,82
84326,3
84327,85
84329,105
84330,90
84337,1
84340,20
84347,13
84352,79
84353,5
84354,2
84355,111
84356,12
84361,5
84367,3
84368,12
8437,71
84370,23
8438,84
84381,3
84386,89
84387,94
8439,2
84391,17
84392,97
84397,104
84409,27
84413,21
84414,2
84415,1
84417,14
84419,1
84421,2
84423,14
84424,5
84428,95
84431,5
84436,1
84438,8
8444,19
84440,111
84444,1
84446,39
84449,10
84452,1
84455,13
8446,69
84460,109
84466,68
84467,94
8447,80
84474,85
8448,78
84497,20
8450,1
84500,78
84501,67
84502,7
84508,41
84509,1
8451,16
84517,29
84519,56
84522,92
84523,10
84525,112
84526,21
84529,8
8453,45
84546,82
84547,81
84555,27
84559,60
84561,59
84563,1
84569,11
84577,11
84581,56
84583,72
84588,65
84599,9
84603,2
84606,97
84607,8
84614,91
84620,1
84628,74
84631,85
84632,87
84635,159
84636,15
8464,1
84640,8
84641,10
84645,93
84646,100
84647,1
84648,1
8465,1
84651,1
84654,31
84656,104
84657,32
84660,20
84661,30
84670,7
84674,25
84678,76
84681,71
84687,107
84689,87
84690,1
84692,1
84698,9
84702,102
84710,1
84715,28
84718,100
84719,95
84728,67
84732,6
84733,1
84738,97
84741,17
84744,14
84746,11
84748,72
84758,93
84770,4
84773,21
84778,114
84784,20
84786,74
84787,1
84789,9
84793,13
84796,19
84802,61
84804,1
84806,18
84807,1
84809,18
84810,11
84814,17
84817,24
84818,2
84819,79
84822,18
84826,105
84839,26
84841,28
84842,30
84851,5
84853,8
84860,12
84861,16
84864,1
8487,10
84874,19
84875,13
84876,1
84879,30
84880,11
84888,13
84890,80
84894,5
84897,93
84904,3
84907,1
84909,1
84910,1
84914,85
84922,89
84924,75
84925,76
84926,3
84928,1
84931,15
84934,1
84937,20
84944,106
84945,20
84955,29
84960,18
84962,116
84967,21
84970,1
84975,124
84978,1
84980,10
84993,64
84999,11
85001,9
85005,2
85008,26
85011,29
85012,10
85013,1
85014,23
85017,89
8502,1
85020,95
85021,111
85023,1
85024,86
85027,100
85030,24
85044,16
85047,8
85048,1
85053,6
85068,89
8507,69
85077,3
85080,79
85083,4
85085,17
85095,20
85099,28
85101,2
85102,1
85106,90
85109,111
85110,113
85111,22
85112,50
85116,122
85123,1
85126,51
85130,4
85132,4
85137,88
85140,14
85147,26
85149,37
85156,6
85157,5
85167,11
85168,11
85169,62
85171,94
85176,12
85189,95
85191,21
85192,32
85196,4
85198,1
85201,24
85203,56
85207,1
85208,1
8521,17
85213,76
85220,8
85221,2
85223,23
85225,80
8523,94
85230,18
85234,65
85238,70
85245,21
85246,1
85253,30
85255,15
85260,45
85261,11
85263,7
85266,1
85267,2
85279,1
85291,98
85296,17
85306,104
85310,60
85311,93
85314,12
85316,13
85317,21
85318,101
8532,77
85322,92
85327,85
85328,31
85336,27
8534,79
85343,10
85345,9
85346,61
85350,48
85352,63
85353,65
85356,54
85361,101
85369,23
85375,27
85377,6
85379,1
85380,57
85385,18
85386,2
85389,99
85394,73
85399,19
85400,11
85407,9
85408,99
85414,50
85415,47
85439,1
85440,1
85445,1
85446,9
85447,6
85449,17
85450,8
85451,10
85453,1
85457,15
85461,1
85462,75
85465,1
85468,96
8547,63
85471,3
85479,27
85485,7
85487,94
85489,22
85498,12
85499,13
85501,7
85504,18
85508,18
85512,81
85530,105
85533,105
85549,1
85552,28
85554,13
85555,22
85559,105
85560,123
85561,21
85562,2
85563,2
85565,11
85569,99
85575,4
85576,16
85578,6
85579,18
8558,46
85580,16
85586,1
85587,130
85588,99
85592,108
85595,16
85600,105
85601,20
85603,112
85605,29
85607,113
85613,28
85618,15
85619,94
8562,68
85621,1
85623,65
85624,10
85643,1
85646,25
85647,22
8565,2
85650,29
85651,1
8566,7
85660,1
85661,134
85662,130
85663,121
85669,48
85670,74
85673,101
85680,71
85683,23
85686,108
85692,79
85693,64
85700,18
85703,25
85711,52
85717,24
85718,28
85719,10
85725,107
85727,2
85729,78
8573,23
85731,90
85734,92
85743,3
85744,114
85748,40
8575,36
85753,22
85765,2
85768,97
8577,21
85777,53
85786,107
85788,88
85790,87
85796,10
85797,8
85799,68
8580,18
85806,2
85816,7
85819,106
85823,25
8583,40
85830,75
85832,27
85834,107
85836,108
85837,48
85839,91
85841,7
85849,113
85854,85
85855,12
85857,3
85859,1
8586,1
85862,9
85863,131
85866,85
85867,126
85868,1
85869,5
85870,25
85880,21
85885,1
85889,19
8589,44
85891,20
85892,1
85893,67
85902,5
85910,4
85912,20
85918,2
85920,21
85923,10
85927,28
85937,1
85940,1
85942,2
85950,8
85951,12
85954,89
85957,70
85960,99
85962,9
85963,44
85964,111
85970,15
85976,12
85977,15
85978,22
85986,47
85988,74
85990,88
85992,5
85993,19
85997,1
85998,17
86015,1
86018,3
86019,100
86022,101
86024,5
86025,101
86026,3
86029,5
8603,38
86031,21
8604,2
86043,3
86045,97
8605,85
86055,98
86059,44
8606,45
86066,9
86068,102
86070,106
86071,84
86072,1
86075,74
86077,13
86078,22
86079,1
8608,58
86085,3
8609,102
86092,19
86093,90
86104,3
86115,75
86117,12
86118,10
86119,2
86120,1
86121,105
86124,1
8613,26
86130,3
86134,14
86136,1
86149,14
86151,6
86153,1
86154,20
86156,10
8616,2
86160,19
86167,18
86171,10
86173,2
86175,78
86179,2
86180,2
86183,2
8619,19
86190,89
86192,38
86193,19
86194,79
86198,29
862,37
86201,80
86207,30
86208,19
86209,20
86210,79
86214,30
86218,22
86224,75
86228,35
86231,69
86232,27
86235,16
86240,115
86242,22
86243,26
86244,1
86254,78
86260,4
86264,21
86267,79
86275,93
86277,86
8628,1
86290,76
86291,23
86294,5
86297,105
8630,2
86300,4
8631,108
86310,3
86313,69
86317,111
86321,18
86323,46
86328,24
86329,17
86331,69
86333,22
86342,89
86343,64
86345,94
8636,2
86361,11
86364,27
86368,20
86373,19
86374,16
86375,100
8638,98
86382,2
86386,2
86391,1
86392,1
86416,1
8642,21
86422,2
86424,3
86426,19
86428,1
86429,3
86430,8
86435,1
86436,75
86440,15
86443,8
86447,3
86449,1
8645,1
86454,82
86456,61
86463,2
86474,26
86485,97
8649,33
86491,4
86497,2
86499,6
86501,77
86509,1
8651,2
86512,99
86519,7
86520,7
86529,71
86534,6
86539,1
86541,1
86553,77
86557,11
86562,10
86564,84
86590,19
86593,88
86594,108
86596,79
8661,91
86617,1
86619,98
86624,22
86627,19
86630,3
86650,85
86651,86
86653,109
86655,2
86656,2
86657,109
86658,85
86659,19
86660,75
86662,89
86665,4
86666,33
86669,110
86673,101
86678,25
86679,3
86680,10
86685,8
86694,20
86696,2
86706,16
86708,108
8671,1
86717,24
86719,120
8672,93
86720,87
86734,20
8674,11
86743,3
8675,65
86751,73
86754,6
86755,18
86757,43
86760,25
86766,2
86773,111
86782,13
86789,107
86796,1
8680,113
86801,19
86803,7
86804,86
86806,5
86808,77
86811,95
86813,21
86814,35
86815,9
8682,97
86821,110
86823,1
86824,101
86827,1
8683,3
86831,102
86836,1
86838,11
86847,88
86848,4
86849,3
86850,5
86859,38
86860,94
86861,3
86866,1
86878,97
8688,13
86886,7
86888,15
86889,1
86890,3
86892,1
86893,109
86894,86
86896,66
869,93
86902,2
86905,46
86911,8
86912,19
86923,90
86924,98
86925,1
86928,14
86929,4
8693,29
86930,115
86934,31
86938,19
86939,79
86942,77
86944,13
86947,8
86948,3
86951,1
8700,16
8701,2
8702,1
87061,27
8709,18
8717,24
8718,41
8725,44
8727,110
8729,96
8731,78
8734,40
8742,83
8745,66
8749,18
8759,77
8764,54
8766,1
8771,73
8774,1
8782,41
8785,2
8788,38
8795,20
8816,8
8817,4
8818,101
8819,69
8827,78
8828,16
8829,61
8832,86
8833,15
8834,7
8838,1
8848,101
8851,5
8859,2
8862,96
8878,93
8880,71
8888,90
8889,1
8890,98
8895,2
8896,77
8899,19
8903,20
8904,2
8907,101
8908,111
8912,1
8917,10
8920,100
8927,72
893,84
8935,39
8936,1
8937,12
8947,11
8957,33
8959,19
8960,40
8962,66
8963,65
8966,70
8968,11
8974,44
8976,42
8983,6
8986,1
8988,102
8991,17
8994,95
8996,40
9001,14
9003,82
9007,109
9008,7
9010,75
9016,10
9017,100
9020,1
9022,93
9023,9
9026,1
9027,3
9032,69
9034,16
9043,42
9047,5
9051,71
9055,52
9057,4
9060,36
9063,4
9070,101
9073,13
9077,18
9079,75
9083,1
9086,39
9087,27
9088,48
9089,86
9090,3
9098,10
9099,4
9100,2
9101,84
9103,2
9108,1
9111,80
9117,7
9126,92
913,2
9131,3
9138,29
91387,97
914,3
9144,1
9145,1
9146,4
9149,6
9152,94
9156,26
9157,14
9159,80
9160,1
9161,2
9162,1
9163,19
9166,3
9168,115
917,1
9170,12
9176,4
9184,5
9185,98
9187,15
9191,98
9194,1
9198,9
9201,103
9206,76
9208,1
9211,7
9213,3
9216,1
9217,1
9223,16
9229,1
9232,1
9237,11
9241,101
9242,1
9244,120
9248,78
9255,28
9256,35
9258,48
9261,90
9268,36
9272,8
9273,30
9274,1
9277,102
9279,1
928,2
9290,2
9293,2
9295,1
9296,36
9297,99
9299,16
9301,91
9302,92
9308,89
9311,2
9312,2
9317,10
931931,1
9322,15
9323,6
9326,2
9330,98
9331,101
9332,17
9335,1
9339,1
9342,3
9343,102
9352,84
9353,2
9361,3
9362,83
9364,2
9367,1
9370,31
9374,20
9377,10
9380,2
9382,93
9385,10
9387,17
9389,23
9391,96
9393,1
9394,10
9395,36
9399,84
9401,3
9406,3
9422,105
9423,1
9433,11
9434,212
9439,21
9444,32
9450,12
9452,105
9467,4
9469,5
9471,8
9477,3
9480,97
9486,1
9489,20
9495,43
9499,16
9500,15
9503,32
951,3
9513,22
9515,46
952,78
9522,20
9534,94
9535,100
9536,5
9544,21
9546,9
9547,3
9548,6
9559,112
956,90
9560,12
9562,62
9565,9
9567,7
9573,2
9578,11
9586,94
9591,92
9592,1
9594,26
9595,102
9596,5
9597,20
9599,34
9605,43
9608,15
961,16
9610,19
9613,29
9627,82
96277,78
9633,6
9639,33
9640,60
9641,10
9649,7
9657,40
9658,33
9663,50
9668,1
9670,103
968,17
9680,59
9682,2
9683,10
96850,92
9686,75
9687,71
9690,97
9691,1
9693,20
9694,10
9701,3
9707,96
9708,6
9710,23
9713,102
9716,81
9717,82
9724,13
9725,78
9726,10
9730,79
9731,86
9737,3
9740,85
9744,4
9746,37
9749,4
9754,7
9762,38
9768,113
9771,16
9777,2
9779,2
9783,3
9784,27
9790,33
9791,1
9798,12
9801,4
983,20
9836,18
9859,15
9877,1
9904,44
9905,42
9909,6
9913,1
99157,91
99158,2
9920,40
9922,59
9923,34
99244,11
99251,10
99257,54
99258,1
9927,4
9930,16
99305,91
9932,1
9934,10
99350,32
99351,11
994,77
9941,19
99429,3
9946,132
99480,1
99481,94
9949,69
9954,16
9956,1
9958,98
9962,5
9963,101
9966,2
9967,22
9968,4
9970,5
9971,100
9972,2
9973,14
9974,2
9976,102
99767,1
9978,105
9979,21
99802,68
99805,1
99806,93
99807,94
99808,97
9981,10
9983,16
9988,97
9990,26
9991,21
9993,1
999896,46
999898,1
999900,58
999901,44
999903,45
999904,37
999905,24
999909,26
999910,9
999912,41
999914,53
999916,33
999919,55
999921,42
999927,54
999931,46
999935,13
999937,31
999941,47
999943,22
999946,19
999958,13
999960,48
999974,25
999975,28
A0001,576
A0002,2
A0003,382
A0004,29
A0005,8
A0006,111
A11230,198
A999,5099
A9999,471
AAA,982
ABC,16
ABC112,4
ABC113,3
ABC114,2
ABC123,6
B0001,9716
B0002,1839
B105,31
B107,148
B112300,3
B148,37
B163,173
B175,141
B203,86
B204,137
B211,2
B216,139
B234,147
B241,3
B246,103
B249,101
B250,155
B254,139
B278,146
B28,142
B287,150
B288,120
B289,29
B290,137
B291,114
B310,154
B318,132
B319,135
B330,122
B331,96
B332,127
B333,114
B335,128
B336,117
B337,120
B338,112
B339,108
B340,10
B341,118
B342,135
B374,121
B375,40
B376,101
B377,135
B378,68
B379,1
B380,133
B381,129
B384,138
B385,143
B388,140
B389,107
B390,108
B391,20
B392,134
B404,125
B405,117
B406,165
B407,161
B408,123
B409,131
B410,132
B411,93
B412,78
B413,170
B414,167
B415,120
B416,117
B418,133
B434,40
B439,28
B443,29
B45,294
B452,154
B455,119
B456,134
B457,131
B458,101
B459,147
B460,108
B461,59
B462,140
B463,107
B464,147
B466,109
B467,106
B468,137
B481,33
B489,35
B493,34
B495,52
B496,6
B511,32
B513,29
B517,56
B520,79
B521,51
B522,41
B523,42
B525,45
B533,153
B534,164
B535,87
B536,113
B537,161
B538,110
B541,141
B542,6
B543,71
B544,108
B545,136
B546,87
B548,146
B549,113
B550,52
B551,125
B552,106
B553,152
B554,2
B555,14
B556,148
B557,146
B558,136
B559,143
B563,129
B565,78
B567,111
B569,111
B570,112
B572,111
B573,134
B576,133
B578,104
B580,112
B581,84
B582,144
B588,9
B607,176
B611,35
B647,2
B648,118
B649,138
B651,95
B653,187
B654,107
B663,49
B67,137
B68,2
B685,34
B687,68
B689,29
B690,26
B691,39
B692,45
B694,33
B703,102
B704,112
B763,38
B764,45
B767,19
B768,35
B769,42
B771,29
B776,98
B827,94
B828,80
B830,85
B831,137
B833,23
B835,32
B85,135
B93,108
B95,136
BBB,307
C0001,1015
C0002,36
C0003,10
C0004,2
C0010,40
C003,106
C004,6
C1111,1
Unknown User,426
